1.0	18	6	0.63	273.0	2.14	13.73	0.33	0.57	15.87
1.0	9	5	0.46	240.05	4.86	10.05	0.3	0.41	9.78
1.0	6	9	0.45	288.32	2.17	12.5	0.36	0.44	7.55
1.0	28	5	0.55	270.06	3.8	9.72	0.37	0.4	26.66
1.0	12	8	0.52	333.83	4.23	14.57	0.33	0.59	13.23
1.0	5	9	0.6	294.87	3.71	12.33	0.32	0.5	6.78
1.0	11	7	0.37	253.87	1.65	14.09	0.34	0.5	11.62
1.0	23	5	0.63	215.04	3.76	8.82	0.36	0.35	21.46
1.0	3	5	0.52	265.49	3.47	9.88	0.3	0.42	3.43
1.0	14	7	0.58	265.0	2.04	13.62	0.32	0.4	13.76
1.0	19	6	0.44	323.18	3.63	14.04	0.34	0.44	16.86
1.0	24	3	0.41	279.5	1.5	9.62	0.38	0.55	20.71
1.0	31	4	0.42	318.13	4.38	12.2	0.39	0.37	25.95
1.0	11	6	0.42	198.7	4.31	14.42	0.36	0.57	11.72
1.0	14	5	0.36	296.4	2.13	13.83	0.3	0.46	12.56
1.0	8	6	0.56	273.2	3.04	10.2	0.38	0.38	7.97
1.0	24	4	0.6	286.04	3.54	9.43	0.37	0.43	20.99
1.0	17	5	0.63	285.94	2.29	11.33	0.36	0.52	15.93
1.0	15	6	0.46	248.08	4.7	9.2	0.3	0.56	14.26
1.0	7	7	0.53	203.6	2.74	14.34	0.37	0.58	7.48
1.0	13	3	0.43	254.16	2.13	12.99	0.36	0.48	11.56
1.0	8	7	0.6	290.08	2.65	11.45	0.29	0.6	8.93
1.0	14	7	0.36	247.81	4.59	9.64	0.37	0.55	13.6
1.0	27	3	0.37	253.33	3.4	14.57	0.38	0.42	27.67
1.0	5	4	0.57	273.33	4.73	8.44	0.31	0.4	5.15
1.0	7	4	0.36	228.22	1.95	14.5	0.33	0.4	6.74
1.0	18	8	0.37	184.58	1.87	8.31	0.33	0.48	18.29
1.0	11	9	0.39	181.68	2.14	8.23	0.35	0.41	10.84
1.0	7	8	0.55	225.13	1.57	11.4	0.36	0.46	7.54
1.0	10	5	0.46	195.91	3.54	14.17	0.29	0.49	9.43
1.0	27	8	0.61	252.75	2.22	14.18	0.37	0.45	26.81
1.0	16	8	0.61	295.2	3.3	10.8	0.36	0.35	15.05
1.0	22	9	0.52	219.11	2.57	10.63	0.3	0.43	19.96
1.0	3	3	0.5	284.41	3.4	9.36	0.31	0.37	3.91
1.0	29	3	0.46	239.41	4.83	10.29	0.27	0.42	24.26
1.0	21	7	0.42	307.81	2.63	13.03	0.33	0.35	20.15
1.0	28	9	0.51	198.01	3.4	10.99	0.34	0.54	25.06
1.0	16	8	0.62	250.94	1.58	11.86	0.31	0.51	14.61
1.0	30	6	0.57	266.87	4.12	13.0	0.32	0.53	27.99
1.0	21	5	0.48	321.85	2.47	11.89	0.4	0.42	19.96
1.0	27	8	0.63	273.47	3.79	14.86	0.33	0.57	23.75
1.0	26	3	0.37	322.2	2.35	12.54	0.36	0.49	22.33
1.0	31	4	0.54	221.84	2.24	12.03	0.31	0.43	25.78
1.0	20	9	0.59	269.44	1.57	10.75	0.35	0.44	18.1
1.0	21	8	0.36	222.41	4.06	14.85	0.29	0.53	18.81
1.0	5	3	0.51	210.5	3.46	12.21	0.38	0.42	5.45
1.0	16	4	0.4	224.98	3.82	11.54	0.32	0.56	14.18
1.0	16	9	0.5	297.59	3.52	9.03	0.4	0.36	16.47
1.0	9	8	0.58	208.74	2.58	8.14	0.39	0.58	9.61
1.0	18	6	0.44	250.8	2.78	8.53	0.31	0.47	16.45
1.0	20	3	0.44	199.33	3.04	14.23	0.27	0.42	17.98
1.0	9	3	0.47	207.0	3.05	11.21	0.35	0.52	7.84
1.0	27	3	0.47	251.64	1.92	12.98	0.28	0.5	22.64
1.0	4	9	0.47	312.95	2.51	8.69	0.38	0.45	5.76
1.0	21	5	0.53	277.91	3.88	12.22	0.39	0.53	19.54
1.0	4	7	0.54	210.25	3.96	11.8	0.36	0.59	5.24
1.0	30	8	0.62	192.32	2.82	10.12	0.27	0.38	26.14
1.0	15	8	0.44	312.39	2.2	12.84	0.37	0.37	15.35
1.0	20	7	0.54	328.45	1.55	9.1	0.37	0.51	20.5
1.0	16	3	0.5	252.41	2.82	13.38	0.37	0.48	13.58
1.0	8	7	0.53	228.63	1.41	11.94	0.29	0.46	8.45
1.0	17	9	0.54	279.65	2.83	14.37	0.38	0.54	18.81
1.0	30	9	0.61	304.54	2.26	9.81	0.37	0.57	27.42
1.0	12	5	0.43	307.01	1.72	14.24	0.28	0.44	12.23
1.0	13	3	0.42	261.28	1.5	9.39	0.33	0.54	12.49
1.0	15	9	0.6	198.69	2.96	12.02	0.33	0.52	15.24
1.0	11	7	0.63	183.43	4.29	11.7	0.33	0.47	11.76
1.0	29	7	0.38	267.2	3.13	9.31	0.28	0.52	28.18
1.0	11	9	0.55	235.06	4.19	14.29	0.31	0.55	12.72
1.0	31	8	0.5	333.24	2.84	14.66	0.3	0.57	27.9
1.0	19	5	0.44	286.85	3.73	13.42	0.28	0.49	17.68
1.0	13	7	0.35	265.9	4.77	8.58	0.29	0.46	12.62
1.0	22	5	0.59	208.3	3.76	11.24	0.39	0.57	22.06
1.0	12	3	0.36	191.91	3.01	14.17	0.37	0.52	12.39
1.0	3	6	0.44	257.56	2.9	9.79	0.4	0.52	4.42
1.0	26	4	0.37	268.49	2.61	14.72	0.33	0.56	23.11
1.0	27	6	0.46	204.88	4.03	13.69	0.29	0.35	24.2
1.0	29	7	0.38	280.05	3.52	12.56	0.28	0.37	24.98
1.0	13	3	0.37	318.5	4.22	11.56	0.28	0.49	12.97
1.0	28	9	0.59	193.77	2.42	11.83	0.32	0.46	24.6
1.0	18	9	0.42	214.86	1.57	11.77	0.37	0.37	19.79
1.0	12	3	0.35	304.68	4.33	8.48	0.39	0.5	10.57
1.0	18	5	0.62	291.32	1.8	8.67	0.32	0.47	15.85
1.0	20	7	0.46	274.37	2.19	11.85	0.33	0.38	17.69
1.0	10	8	0.36	203.43	1.66	8.73	0.34	0.47	10.31
1.0	6	6	0.4	311.83	4.34	10.32	0.33	0.36	6.08
1.0	25	3	0.49	212.79	2.14	10.97	0.35	0.37	21.26
1.0	24	8	0.48	303.49	3.66	14.23	0.36	0.58	21.51
1.0	27	9	0.58	201.58	3.24	13.56	0.34	0.57	27.24
1.0	23	4	0.49	279.2	4.12	13.13	0.38	0.39	21.23
1.0	9	6	0.4	305.21	4.39	12.75	0.33	0.44	9.0
1.0	22	4	0.39	281.13	3.15	10.79	0.33	0.41	20.32
1.0	14	5	0.6	244.68	1.82	12.74	0.37	0.43	13.63
1.0	26	5	0.35	267.87	4.88	9.42	0.37	0.38	24.95
1.0	5	3	0.36	207.27	2.39	14.32	0.35	0.48	5.46
1.0	13	6	0.42	265.57	4.73	14.99	0.32	0.42	13.53
1.0	4	5	0.55	289.8	2.05	13.9	0.34	0.36	5.33
1.0	25	5	0.55	289.29	2.59	14.85	0.31	0.37	21.35
1.0	27	9	0.57	310.65	3.59	14.98	0.37	0.57	25.47
1.0	25	9	0.46	280.88	4.53	10.33	0.3	0.4	23.25
1.0	20	7	0.51	282.01	3.96	11.3	0.33	0.36	18.7
1.0	18	3	0.4	209.66	2.06	11.8	0.34	0.39	15.28
1.0	5	9	0.51	329.82	4.04	14.4	0.32	0.38	6.98
1.0	13	7	0.37	301.36	3.98	11.14	0.39	0.39	12.97
1.0	27	8	0.42	310.5	4.48	11.04	0.32	0.58	24.21
1.0	20	3	0.45	258.78	3.66	13.19	0.33	0.56	18.67
1.0	15	3	0.4	309.01	3.12	15.0	0.4	0.5	13.94
1.0	12	3	0.49	323.9	2.43	8.16	0.4	0.56	11.6
1.0	20	9	0.41	326.89	2.1	8.48	0.37	0.44	18.89
1.0	27	6	0.52	273.56	2.53	11.63	0.39	0.36	28.6
1.0	4	3	0.56	221.02	3.73	14.04	0.34	0.47	4.5
1.0	19	9	0.55	299.82	4.33	8.36	0.37	0.45	20.67
1.0	17	8	0.61	185.03	1.83	13.42	0.33	0.41	17.83
1.0	21	8	0.46	217.53	1.78	8.51	0.38	0.41	19.54
1.0	16	6	0.51	280.16	4.26	8.52	0.35	0.59	14.28
1.0	14	9	0.36	266.64	1.89	8.81	0.32	0.42	14.8
1.0	31	8	0.49	291.24	3.07	10.16	0.36	0.43	27.97
1.0	4	7	0.57	246.65	3.36	14.75	0.36	0.48	4.93
1.0	27	6	0.55	199.62	2.85	8.17	0.28	0.57	25.14
1.0	30	8	0.49	284.55	2.04	11.19	0.31	0.35	26.05
1.0	25	4	0.43	269.03	3.8	9.36	0.35	0.55	23.13
1.0	8	7	0.62	312.95	1.85	13.91	0.3	0.6	8.23
1.0	3	5	0.61	198.17	3.61	9.0	0.38	0.47	3.93
1.0	6	9	0.43	206.06	3.71	11.23	0.4	0.58	7.28
1.0	4	6	0.37	192.98	2.28	12.32	0.35	0.45	4.54
1.0	22	3	0.6	284.54	1.9	12.92	0.31	0.38	18.92
1.0	24	8	0.6	307.88	2.35	13.53	0.27	0.37	21.78
1.0	24	3	0.52	219.4	3.76	9.5	0.31	0.55	22.74
1.0	23	8	0.52	301.19	4.67	14.75	0.28	0.38	20.69
1.0	18	9	0.43	291.71	4.73	12.04	0.28	0.39	17.86
1.0	14	7	0.38	239.54	2.1	13.12	0.28	0.37	12.75
1.0	14	4	0.4	319.7	4.86	12.36	0.37	0.57	13.7
1.0	22	4	0.46	231.3	3.27	8.68	0.37	0.41	18.53
1.0	23	5	0.55	293.55	3.18	13.49	0.31	0.42	21.64
1.0	6	3	0.36	273.94	3.17	13.06	0.38	0.6	6.09
1.0	18	9	0.47	317.57	4.13	13.72	0.36	0.5	19.7
1.0	14	8	0.41	224.87	1.91	13.44	0.39	0.5	14.01
1.0	3	7	0.42	289.97	3.85	14.44	0.36	0.49	4.07
1.0	5	3	0.62	273.92	2.3	13.48	0.33	0.46	5.26
1.0	27	7	0.5	197.04	4.79	8.5	0.38	0.42	23.57
1.0	11	7	0.44	201.19	1.75	13.95	0.3	0.37	10.83
1.0	9	8	0.43	324.16	3.38	10.32	0.37	0.4	10.77
1.0	3	3	0.59	282.77	1.52	12.11	0.36	0.44	3.27
1.0	14	9	0.54	211.42	4.39	11.78	0.39	0.52	16.4
1.0	9	8	0.42	308.94	2.37	8.38	0.28	0.36	8.99
1.0	20	6	0.38	294.52	4.8	8.76	0.32	0.44	19.27
1.0	15	8	0.37	186.42	2.8	10.02	0.37	0.44	14.4
1.0	7	3	0.55	295.56	2.23	12.2	0.27	0.4	7.03
1.0	19	4	0.48	283.83	1.96	9.92	0.28	0.5	17.23
1.0	6	3	0.62	312.91	2.33	8.91	0.39	0.44	5.34
1.0	19	9	0.36	227.12	4.44	14.7	0.34	0.49	17.23
1.0	21	5	0.55	219.59	2.62	13.98	0.35	0.55	18.03
1.0	19	6	0.47	186.91	2.47	9.79	0.34	0.5	17.96
1.0	31	6	0.4	207.8	1.62	12.58	0.33	0.43	31.46
1.0	10	4	0.57	273.38	3.29	12.81	0.28	0.44	10.13
1.0	6	4	0.39	262.02	1.62	11.17	0.35	0.58	6.82
1.0	31	5	0.5	225.27	1.43	9.09	0.38	0.44	29.02
1.0	26	7	0.49	276.76	2.44	11.85	0.36	0.36	23.47
1.0	7	9	0.44	183.93	2.27	13.06	0.28	0.4	9.48
1.0	23	3	0.57	215.05	4.56	10.51	0.32	0.41	19.76
1.0	11	9	0.53	303.16	1.42	9.06	0.39	0.6	11.49
1.0	22	6	0.38	255.48	4.68	9.0	0.39	0.42	21.69
1.0	10	6	0.58	264.57	3.08	13.41	0.28	0.53	9.88
1.0	6	4	0.61	313.26	3.63	12.81	0.29	0.45	6.66
1.0	5	6	0.43	324.28	4.77	12.68	0.38	0.41	6.0
1.0	14	7	0.41	216.77	4.92	8.37	0.36	0.48	12.88
1.0	17	9	0.54	287.97	3.07	14.62	0.37	0.46	16.37
1.0	14	5	0.45	231.29	1.49	10.54	0.38	0.35	12.89
1.0	11	7	0.5	307.44	4.95	10.19	0.4	0.41	10.37
1.0	13	4	0.4	322.12	3.39	10.87	0.33	0.42	11.18
1.0	19	5	0.43	241.52	4.46	13.73	0.32	0.5	17.34
1.0	15	5	0.37	287.09	3.34	13.2	0.34	0.35	14.2
1.0	20	6	0.55	325.9	4.76	13.02	0.34	0.4	20.42
1.0	4	9	0.59	279.52	3.79	14.08	0.28	0.58	6.94
1.0	8	8	0.44	264.95	3.66	10.06	0.33	0.58	8.7
1.0	31	5	0.46	208.02	2.06	11.14	0.3	0.42	26.78
1.0	22	4	0.52	216.73	2.35	11.19	0.34	0.41	20.2
1.0	7	9	0.52	193.93	2.3	14.96	0.31	0.54	7.7
1.0	11	9	0.55	320.99	3.01	13.31	0.31	0.37	11.72
1.0	21	7	0.54	305.85	1.52	10.14	0.39	0.48	20.0
1.0	17	3	0.56	310.45	2.49	9.82	0.31	0.39	14.54
1.0	14	4	0.57	184.63	1.59	13.81	0.33	0.47	13.57
1.0	14	5	0.5	302.56	4.43	13.73	0.39	0.55	14.95
1.0	21	3	0.46	284.45	4.97	9.23	0.3	0.51	18.06
1.0	5	7	0.57	267.09	3.54	13.87	0.27	0.56	6.83
1.0	22	4	0.6	203.38	4.9	10.43	0.39	0.51	19.22
1.0	7	5	0.38	229.27	1.56	8.92	0.3	0.47	6.69
1.0	26	8	0.49	223.23	3.45	11.89	0.38	0.51	24.55
1.0	24	8	0.56	251.15	2.33	14.62	0.38	0.59	21.56
1.0	21	8	0.61	285.12	4.0	10.58	0.34	0.47	19.3
1.0	18	7	0.42	325.37	4.66	11.78	0.27	0.44	16.86
1.0	22	8	0.55	279.02	3.86	14.98	0.36	0.36	24.45
1.0	6	3	0.6	223.29	1.71	8.64	0.38	0.58	5.54
1.0	30	8	0.42	320.64	3.24	11.02	0.34	0.54	31.15
1.0	24	6	0.51	242.9	4.42	13.87	0.33	0.48	20.81
1.0	12	6	0.59	221.44	1.59	9.03	0.39	0.42	11.52
1.0	30	9	0.37	191.69	1.42	14.13	0.29	0.52	28.11
1.0	30	8	0.44	212.47	1.35	9.77	0.36	0.37	28.27
1.0	22	3	0.62	324.47	2.95	9.89	0.31	0.36	18.48
1.0	8	8	0.5	263.66	2.41	9.67	0.34	0.45	8.82
1.0	8	4	0.44	280.48	2.11	12.66	0.32	0.48	8.08
1.0	23	8	0.6	262.59	3.7	12.27	0.34	0.49	21.15
1.0	9	6	0.45	196.73	2.67	13.6	0.29	0.53	9.12
1.0	11	4	0.47	314.58	4.49	9.37	0.29	0.48	10.16
1.0	15	8	0.49	293.28	1.35	12.39	0.38	0.43	16.06
1.0	21	6	0.46	288.56	1.42	13.3	0.27	0.4	20.49
1.0	27	9	0.59	180.89	3.36	9.49	0.28	0.44	27.55
1.0	13	5	0.54	308.88	3.9	11.93	0.3	0.53	12.31
1.0	6	4	0.48	196.03	3.62	14.37	0.32	0.49	6.88
1.0	16	6	0.4	333.32	3.64	14.22	0.29	0.47	15.36
1.0	17	6	0.5	325.69	4.77	11.81	0.3	0.37	18.74
1.0	12	4	0.59	295.34	2.2	10.97	0.39	0.39	11.01
1.0	19	9	0.36	215.27	2.95	9.52	0.33	0.36	17.85
1.0	28	3	0.57	235.35	4.38	12.26	0.4	0.58	25.82
1.0	30	8	0.35	224.65	3.48	12.65	0.31	0.38	27.41
1.0	14	5	0.44	307.63	2.74	10.3	0.33	0.4	14.23
1.0	30	5	0.6	239.24	1.36	11.1	0.27	0.46	26.62
1.0	15	5	0.47	326.82	1.99	12.5	0.35	0.35	13.34
1.0	23	6	0.45	213.44	2.02	10.85	0.37	0.37	19.81
1.0	11	6	0.62	239.41	1.61	10.92	0.36	0.59	12.64
1.0	8	4	0.58	308.0	2.58	13.21	0.28	0.57	7.99
1.0	13	3	0.41	266.76	2.69	8.64	0.36	0.39	11.46
1.0	11	3	0.49	320.6	4.73	10.29	0.34	0.49	10.64
1.0	21	3	0.52	311.95	3.9	9.83	0.29	0.47	18.82
1.0	3	7	0.61	282.27	2.92	12.2	0.31	0.51	4.39
1.0	11	7	0.38	315.01	3.52	11.07	0.28	0.43	11.71
1.0	14	7	0.39	231.78	4.89	9.16	0.38	0.56	13.15
1.0	30	7	0.43	246.97	3.18	14.37	0.3	0.47	30.89
1.0	8	5	0.48	215.89	3.89	12.06	0.38	0.45	7.82
1.0	12	8	0.54	273.16	1.94	9.0	0.31	0.35	11.94
1.0	19	4	0.44	279.3	2.14	11.91	0.28	0.57	16.93
1.0	14	5	0.42	204.9	1.78	11.0	0.38	0.36	12.33
1.0	12	5	0.51	255.48	3.9	12.61	0.27	0.56	11.16
1.0	10	3	0.57	245.22	4.43	10.11	0.38	0.4	9.37
1.0	12	8	0.57	288.54	3.78	10.42	0.36	0.46	11.44
1.0	16	5	0.36	197.69	4.69	12.05	0.34	0.56	13.93
1.0	6	9	0.5	261.02	2.16	9.61	0.39	0.58	8.55
1.0	8	8	0.49	327.73	2.83	9.12	0.39	0.49	8.8
1.0	17	9	0.54	258.26	1.34	10.06	0.32	0.47	15.96
1.0	30	5	0.58	265.28	4.31	8.25	0.33	0.38	25.77
1.0	14	5	0.53	279.61	3.0	8.79	0.31	0.49	13.15
1.0	30	4	0.6	241.23	2.76	13.77	0.28	0.55	25.43
1.0	26	4	0.41	257.72	1.36	10.07	0.37	0.38	23.06
1.0	25	9	0.5	295.41	3.83	11.28	0.27	0.36	22.42
1.0	8	6	0.59	282.2	2.25	11.69	0.32	0.49	8.43
1.0	8	8	0.37	201.87	1.72	12.69	0.29	0.35	8.56
1.0	31	4	0.43	199.6	2.31	14.94	0.35	0.57	30.29
1.0	11	8	0.56	223.15	2.72	13.71	0.28	0.58	11.18
1.0	17	5	0.38	202.9	3.59	12.61	0.31	0.37	15.62
1.0	31	7	0.57	261.66	1.4	14.52	0.4	0.56	26.74
1.0	25	3	0.44	199.91	3.76	11.7	0.34	0.38	23.66
1.0	6	4	0.59	290.91	1.4	13.26	0.39	0.57	6.81
1.0	12	3	0.42	215.39	3.37	12.57	0.29	0.47	11.74
1.0	17	4	0.61	266.13	2.68	14.9	0.27	0.5	15.4
1.0	6	8	0.56	210.0	3.1	8.92	0.39	0.44	6.69
1.0	28	5	0.37	223.24	4.66	8.01	0.37	0.47	24.38
1.0	24	7	0.53	222.86	2.14	10.18	0.33	0.36	21.68
1.0	28	5	0.62	270.79	2.11	9.96	0.37	0.45	28.78
1.0	27	7	0.53	299.55	4.96	12.58	0.33	0.45	24.79
1.0	24	7	0.59	227.6	3.23	12.0	0.29	0.49	23.22
1.0	11	4	0.41	251.68	4.79	10.8	0.28	0.5	10.96
1.0	3	3	0.6	266.75	1.45	13.85	0.3	0.56	2.92
1.0	17	3	0.44	214.01	2.57	9.72	0.31	0.43	15.25
1.0	23	7	0.62	233.78	4.75	12.27	0.3	0.43	23.38
1.0	15	6	0.6	240.46	4.48	9.79	0.35	0.37	13.88
1.0	11	8	0.4	262.63	2.32	10.46	0.32	0.6	11.4
1.0	27	5	0.48	280.65	2.22	12.72	0.39	0.46	22.78
1.0	16	7	0.6	229.94	1.61	12.62	0.37	0.43	16.86
1.0	9	8	0.42	222.9	4.62	8.83	0.38	0.52	10.59
1.0	6	7	0.48	291.92	4.51	12.08	0.33	0.54	7.21
1.0	7	7	0.5	274.7	4.13	8.71	0.39	0.36	7.92
1.0	6	4	0.48	290.95	1.88	14.35	0.28	0.42	5.99
1.0	20	3	0.37	283.5	1.71	11.39	0.33	0.43	19.04
1.0	18	7	0.62	295.19	2.95	11.52	0.31	0.48	16.35
1.0	12	9	0.56	317.44	2.65	10.67	0.39	0.38	13.45
1.0	30	9	0.45	201.32	1.64	8.78	0.3	0.55	29.66
1.0	19	6	0.38	228.0	2.37	13.59	0.28	0.36	18.78
1.0	3	9	0.6	286.16	1.47	13.81	0.33	0.52	5.68
1.0	30	6	0.48	299.6	3.95	14.91	0.36	0.51	27.68
1.0	5	5	0.42	236.31	1.96	10.93	0.34	0.46	5.29
1.0	22	4	0.51	190.63	3.88	9.73	0.38	0.53	19.38
1.0	6	8	0.56	323.72	3.91	11.27	0.33	0.53	7.38
1.0	6	4	0.5	280.32	2.83	8.79	0.37	0.44	7.35
1.0	26	6	0.43	328.23	2.61	13.7	0.3	0.45	23.1
1.0	8	3	0.57	277.33	4.46	12.64	0.37	0.56	7.39
1.0	4	7	0.54	190.54	2.61	12.76	0.39	0.52	5.34
1.0	13	3	0.38	239.08	4.74	9.39	0.3	0.38	11.65
1.0	5	8	0.5	217.84	4.42	14.7	0.27	0.37	6.52
1.0	18	5	0.37	263.0	3.36	8.78	0.33	0.56	15.98
1.0	30	6	0.37	332.08	3.64	14.82	0.39	0.42	27.08
1.0	30	5	0.59	186.73	3.96	12.41	0.36	0.56	27.2
1.0	6	5	0.4	197.08	4.35	10.53	0.35	0.59	6.49
1.0	21	5	0.58	310.19	4.35	13.69	0.32	0.44	18.57
1.0	20	7	0.44	264.71	2.82	9.52	0.38	0.36	18.07
1.0	31	5	0.58	194.8	1.81	8.1	0.29	0.52	29.72
1.0	18	9	0.52	315.33	4.86	14.4	0.4	0.48	18.55
1.0	29	8	0.41	318.26	2.2	11.82	0.32	0.54	25.91
1.0	3	8	0.43	285.72	4.44	9.37	0.3	0.51	4.85
1.0	5	6	0.35	303.89	2.1	12.78	0.34	0.35	5.5
1.0	14	6	0.35	256.39	3.55	8.58	0.39	0.48	15.34
1.0	20	7	0.48	252.99	1.97	13.35	0.4	0.45	18.31
1.0	10	5	0.49	225.8	3.19	13.03	0.38	0.4	10.0
1.0	23	8	0.38	324.31	2.13	13.96	0.3	0.41	23.83
1.0	4	7	0.44	190.77	3.8	14.68	0.32	0.44	5.75
1.0	28	6	0.47	251.85	3.9	8.97	0.29	0.57	26.28
1.0	22	9	0.5	318.35	1.37	11.13	0.33	0.35	22.91
1.0	20	9	0.41	285.99	2.64	8.33	0.34	0.53	20.12
1.0	24	7	0.62	217.51	1.67	14.11	0.27	0.37	22.48
1.0	23	4	0.55	304.79	4.93	11.2	0.27	0.48	19.26
1.0	18	5	0.57	224.58	1.48	9.34	0.29	0.52	15.94
